month_period,store_id,category,brand,gender,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,month_date,year,month,quarter,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
2025-01,CP006,Accessories,Hustle,Women,60,3329.1245454545456,0.0,218860.67,46,8,0,0,10,8,4.0,15.0,13.75,2025-01-01,2025,1,1,88.0,71.0,71.66666666666667,60.5,42.0,17.0,11.166666666666671
2025-02,CP006,Accessories,Hustle,Women,95,3348.4966666666664,0.0,344894.23,83,9,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,60.0,74.0,67.33333333333333,65.66666666666667,53.0,-14.0,1.6666666666666572
2025-03,CP006,Accessories,Hustle,Women,66,3400.7291666666665,0.0,244197.40000000002,61,7,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,95.0,77.5,81.0,72.33333333333333,115.0,17.5,8.666666666666671
2025-04,CP006,Accessories,Hustle,Women,83,2971.3309090909092,0.0,285368.74,68,7,2,9,0,8,1.0,10.0,10.0,2025-04-01,2025,4,2,66.0,80.5,73.66666666666667,72.66666666666667,43.0,-14.5,1.0
2025-05,CP006,Accessories,Hustle,Women,76,2845.097272727273,0.0,252566.19,64,7,2,1,0,9,3.0,15.0,11.666666666666666,2025-05-01,2025,5,2,83.0,74.5,81.33333333333333,74.33333333333333,61.0,8.5,7.0
2025-06,CP006,Accessories,Hustle,Women,64,2852.103333333333,0.0,199596.72999999998,55,8,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,76.0,79.5,75.0,78.0,34.0,-3.5,-3.0
2025-07,CP006,Accessories,Hustle,Women,46,2095.77125,0.0,125460.27,34,6,0,0,0,8,2.0,15.0,12.5,2025-07-01,2025,7,3,64.0,70.0,74.33333333333333,74.0,29.0,-6.0,0.3333333333333286
2025-08,CP006,Accessories,Hustle,Women,101,2754.1252941176467,0.0,335639.93,82,9,0,0,21,10,0.0,0.0,0.0,2025-08-01,2025,8,3,46.0,55.0,62.0,71.66666666666667,55.0,-9.0,-9.666666666666671
2025-09,CP006,Accessories,Hustle,Women,54,3809.87,0.0,213480.36,44,8,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,101.0,73.5,70.33333333333333,72.66666666666667,64.0,27.5,-2.333333333333343
2025-10,CP006,Accessories,Hustle,Women,44,3252.4763636363637,0.0,145903.16,30,6,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,54.0,77.5,67.0,70.66666666666667,73.0,-23.5,-3.6666666666666714
2025-11,CP006,Accessories,Hustle,Women,87,2585.908666666667,0.0,270041.24,72,9,0,0,0,10,1.0,25.0,25.0,2025-11-01,2025,11,4,44.0,49.0,66.33333333333333,64.16666666666667,54.0,-5.0,2.166666666666657
2025-12,CP006,Accessories,Hustle,Women,68,2266.9163636363633,2.727272727272727,179816.86000000002,54,8,1,6,0,8,4.0,30.0,21.25,2025-12-01,2025,12,4,87.0,65.5,61.666666666666664,66.0,88.0,21.5,-4.333333333333336
2021-01,CP006,Accessories,King Street,Men,30,3320.213333333333,0.0,109468.28,22,4,0,0,10,10,3.0,15.0,15.0,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP006,Accessories,King Street,Men,40,3604.028888888889,0.0,157344.7,33,6,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,30.0,0.0,0.0,0.0,0.0,30.0,0.0
2021-03,CP006,Accessories,King Street,Men,64,3058.116153846154,0.0,208802.82,55,7,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,40.0,35.0,0.0,0.0,0.0,5.0,0.0
2021-04,CP006,Accessories,King Street,Men,36,2390.34,0.0,85531.91,29,7,2,9,0,8,1.0,25.0,25.0,2021-04-01,2021,4,2,64.0,52.0,44.666666666666664,0.0,0.0,12.0,44.666666666666664
2021-05,CP006,Accessories,King Street,Men,61,3135.2145454545457,0.0,193504.44,48,8,2,1,0,10,1.0,15.0,15.0,2021-05-01,2021,5,2,36.0,50.0,46.666666666666664,0.0,0.0,-14.0,46.666666666666664
2021-06,CP006,Accessories,King Street,Men,61,3096.701538461539,0.0,182806.66,47,6,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,61.0,48.5,53.666666666666664,0.0,0.0,12.5,53.666666666666664
2021-07,CP006,Accessories,King Street,Men,62,2713.6715384615386,0.0,179281.97,53,9,0,0,0,9,1.0,20.0,20.0,2021-07-01,2021,7,3,61.0,61.0,52.666666666666664,48.666666666666664,0.0,0.0,4.0
2021-08,CP006,Accessories,King Street,Men,72,2262.972,0.0,161047.89,56,6,0,0,21,9,2.0,20.0,15.0,2021-08-01,2021,8,3,62.0,61.5,61.333333333333336,54.0,0.0,0.5,7.333333333333336
2021-09,CP006,Accessories,King Street,Men,60,2388.303,0.0,146017.92,47,6,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,72.0,67.0,65.0,59.333333333333336,0.0,5.0,5.666666666666664
2021-10,CP006,Accessories,King Street,Men,50,3364.175,0.0,167731.47,39,6,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,60.0,66.0,64.66666666666667,58.666666666666664,0.0,-6.0,6.000000000000007
2021-11,CP006,Accessories,King Street,Men,83,2934.985,0.0,261802.51,68,9,0,0,0,8,1.0,20.0,20.0,2021-11-01,2021,11,4,50.0,55.0,60.666666666666664,61.0,0.0,-5.0,-0.3333333333333357
2021-12,CP006,Accessories,King Street,Men,76,2993.091,0.0,247135.5,66,6,1,6,0,8,3.0,30.0,23.333333333333332,2021-12-01,2021,12,4,83.0,66.5,64.33333333333333,64.66666666666667,0.0,16.5,-0.3333333333333428
2022-01,CP006,Accessories,King Street,Men,66,2765.8866666666668,0.0,197793.52,57,9,0,0,10,10,0.0,0.0,0.0,2022-01-01,2022,1,1,76.0,79.5,69.66666666666667,67.16666666666667,30.0,-3.5,2.5
2022-02,CP006,Accessories,King Street,Men,62,2932.508181818182,0.0,193310.41999999998,52,6,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,66.0,71.0,75.0,67.83333333333333,40.0,-5.0,7.166666666666671
2022-03,CP006,Accessories,King Street,Men,50,2064.8419999999996,0.0,116654.36,41,6,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,62.0,64.0,68.0,66.16666666666667,64.0,-2.0,1.8333333333333286
2022-04,CP006,Accessories,King Street,Men,42,2969.8857142857146,0.0,132241.87,33,6,2,9,0,9,1.0,25.0,25.0,2022-04-01,2022,4,2,50.0,56.0,59.333333333333336,64.5,36.0,-6.0,-5.166666666666664
2022-05,CP006,Accessories,King Street,Men,60,2962.36,0.0,190150.06,46,5,2,1,0,9,4.0,15.0,13.75,2022-05-01,2022,5,2,42.0,46.0,51.333333333333336,63.166666666666664,61.0,-4.0,-11.833333333333329
2022-06,CP006,Accessories,King Street,Men,77,3022.143076923077,0.0,249745.48,62,7,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,60.0,51.0,50.666666666666664,59.333333333333336,61.0,9.0,-8.666666666666671
2022-07,CP006,Accessories,King Street,Men,40,3214.1018181818185,0.0,141947.39,32,7,0,0,0,10,0.0,0.0,0.0,2022-07-01,2022,7,3,77.0,68.5,59.666666666666664,59.5,62.0,8.5,0.1666666666666643
2022-08,CP006,Accessories,King Street,Men,28,2423.634285714286,0.0,69089.7,23,5,0,0,21,8,1.0,20.0,20.0,2022-08-01,2022,8,3,40.0,58.5,59.0,55.166666666666664,72.0,-18.5,3.8333333333333357
2022-09,CP006,Accessories,King Street,Men,57,3038.3158333333336,0.0,184456.79,42,8,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,28.0,34.0,48.333333333333336,49.5,60.0,-6.0,-1.1666666666666643
2022-10,CP006,Accessories,King Street,Men,17,4035.8050000000003,0.0,66044.17,11,4,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,57.0,42.5,41.666666666666664,50.666666666666664,50.0,14.5,-9.0
2022-11,CP006,Accessories,King Street,Men,74,3106.6983333333337,0.0,249859.5,63,6,0,0,0,8,1.0,30.0,30.0,2022-11-01,2022,11,4,17.0,37.0,34.0,46.5,83.0,-20.0,-12.5
2022-12,CP006,Accessories,King Street,Men,77,3060.2754545454545,0.0,257473.22,63,8,1,6,0,9,2.0,25.0,25.0,2022-12-01,2022,12,4,74.0,45.5,49.333333333333336,48.833333333333336,76.0,28.5,0.5
2023-01,CP006,Accessories,King Street,Men,86,2620.126153846154,0.0,216481.21,72,8,0,0,10,9,1.0,15.0,15.0,2023-01-01,2023,1,1,77.0,75.5,56.0,48.833333333333336,66.0,1.5,7.166666666666664
2023-02,CP006,Accessories,King Street,Men,72,2851.6727272727276,0.0,209705.66,62,9,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,86.0,81.5,79.0,56.5,62.0,4.5,22.5
2023-03,CP006,Accessories,King Street,Men,67,2389.878888888889,0.0,157637.48,58,6,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,72.0,79.0,78.33333333333333,63.833333333333336,50.0,-7.0,14.499999999999993
2023-04,CP006,Accessories,King Street,Men,42,3643.5014285714287,0.0,160495.9,35,4,2,9,0,10,3.0,25.0,23.333333333333332,2023-04-01,2023,4,2,67.0,69.5,75.0,65.5,42.0,-2.5,9.5
2023-05,CP006,Accessories,King Street,Men,34,3242.164285714286,0.0,118911.63,30,6,2,1,0,8,0.0,0.0,0.0,2023-05-01,2023,5,2,42.0,54.5,60.333333333333336,69.66666666666667,60.0,-12.5,-9.333333333333336
2023-06,CP006,Accessories,King Street,Men,66,2862.468181818182,0.0,218333.01,51,7,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,34.0,38.0,47.666666666666664,63.0,77.0,-4.0,-15.333333333333336
2023-07,CP006,Accessories,King Street,Men,49,2579.977142857143,0.0,137531.24,41,6,0,0,0,10,4.0,20.0,16.25,2023-07-01,2023,7,3,66.0,50.0,47.333333333333336,61.166666666666664,40.0,16.0,-13.833333333333329
2023-08,CP006,Accessories,King Street,Men,74,2662.417857142857,0.0,201883.82,59,8,0,0,21,8,1.0,10.0,10.0,2023-08-01,2023,8,3,49.0,57.5,49.666666666666664,55.0,28.0,-8.5,-5.333333333333336
2023-09,CP006,Accessories,King Street,Men,45,2490.1775000000002,0.0,110832.09,36,6,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,74.0,61.5,63.0,55.333333333333336,57.0,12.5,7.666666666666664
2023-10,CP006,Accessories,King Street,Men,115,2969.4295,0.0,391167.21,93,9,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,45.0,59.5,56.0,51.666666666666664,17.0,-14.5,4.333333333333336
2023-11,CP006,Accessories,King Street,Men,95,3000.72875,0.0,302649.55,77,8,0,0,0,8,4.0,30.0,26.25,2023-11-01,2023,11,4,115.0,80.0,78.0,63.833333333333336,74.0,35.0,14.166666666666664
2023-12,CP006,Accessories,King Street,Men,113,3402.75,0.0,409121.66000000003,92,6,1,6,0,10,2.0,20.0,17.5,2023-12-01,2023,12,4,95.0,105.0,85.0,74.0,77.0,-10.0,11.0
2024-01,CP006,Accessories,King Street,Men,98,2854.2407142857146,0.0,282862.71,82,9,0,0,10,8,1.0,10.0,10.0,2024-01-01,2024,1,1,113.0,104.0,107.66666666666667,81.83333333333333,86.0,9.0,25.833333333333343
2024-02,CP006,Accessories,King Street,Men,45,2708.96,0.0,113536.97,35,6,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,98.0,105.5,102.0,90.0,72.0,-7.5,12.0
2024-03,CP006,Accessories,King Street,Men,54,3368.035714285714,0.0,198270.5,48,5,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,45.0,71.5,85.33333333333333,85.16666666666667,67.0,-26.5,0.1666666666666572
2024-04,CP006,Accessories,King Street,Men,99,3189.9300000000003,0.0,331183.85,86,8,2,9,0,8,2.0,25.0,20.0,2024-04-01,2024,4,2,54.0,49.5,65.66666666666667,86.66666666666667,42.0,4.5,-21.0
2024-05,CP006,Accessories,King Street,Men,60,2352.735,0.0,140328.28,49,6,2,1,0,8,0.0,0.0,0.0,2024-05-01,2024,5,2,99.0,76.5,66.0,84.0,34.0,22.5,-18.0
2024-06,CP006,Accessories,King Street,Men,77,3318.6981818181816,0.0,249081.91,68,7,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,60.0,79.5,71.0,78.16666666666667,66.0,-19.5,-7.166666666666671
2024-07,CP006,Accessories,King Street,Men,47,2935.441,0.0,123979.23000000001,42,6,0,0,0,8,2.0,15.0,15.0,2024-07-01,2024,7,3,77.0,68.5,78.66666666666667,72.16666666666667,49.0,8.5,6.5
2024-08,CP006,Accessories,King Street,Men,43,2579.9211111111113,0.0,124262.38,33,5,0,0,21,9,1.0,15.0,15.0,2024-08-01,2024,8,3,47.0,62.0,61.333333333333336,63.666666666666664,74.0,-15.0,-2.3333333333333286
2024-09,CP006,Accessories,King Street,Men,94,2944.77,0.0,281827.85,72,7,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,43.0,45.0,55.666666666666664,63.333333333333336,45.0,-2.0,-7.666666666666671
2024-10,CP006,Accessories,King Street,Men,82,3054.2490909090907,0.0,231307.99,70,8,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,94.0,68.5,61.333333333333336,70.0,115.0,25.5,-8.666666666666664
2024-11,CP006,Accessories,King Street,Men,93,2816.0878571428575,0.0,249314.45,84,8,0,0,0,9,0.0,0.0,0.0,2024-11-01,2024,11,4,82.0,88.0,73.0,67.16666666666667,95.0,-6.0,5.833333333333329
2024-12,CP006,Accessories,King Street,Men,30,2528.9950000000003,0.0,90527.19,23,4,1,6,0,9,0.0,0.0,0.0,2024-12-01,2024,12,4,93.0,87.5,89.66666666666667,72.66666666666667,113.0,5.5,17.0
2025-01,CP006,Accessories,King Street,Men,114,3346.8118750000003,0.0,371580.45,92,9,0,0,10,8,3.0,15.0,11.666666666666666,2025-01-01,2025,1,1,30.0,61.5,68.33333333333333,64.83333333333333,98.0,-31.5,3.5
2025-02,CP006,Accessories,King Street,Men,47,3104.331818181818,0.0,149442.4,41,6,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,114.0,72.0,79.0,76.0,45.0,42.0,3.0
2025-03,CP006,Accessories,King Street,Men,46,3447.11875,0.0,171437.05000000002,34,6,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,47.0,80.5,63.666666666666664,76.66666666666667,54.0,-33.5,-13.000000000000007
2025-04,CP006,Accessories,King Street,Men,74,1651.0914285714284,0.0,124662.79999999999,59,4,2,9,0,8,3.0,20.0,18.333333333333332,2025-04-01,2025,4,2,46.0,46.5,69.0,68.66666666666667,99.0,-0.5,0.3333333333333286
2025-05,CP006,Accessories,King Street,Men,80,3569.708181818182,0.0,278867.82,65,8,2,1,0,9,1.0,15.0,15.0,2025-05-01,2025,5,2,74.0,60.0,55.666666666666664,67.33333333333333,60.0,14.0,-11.666666666666664
2025-06,CP006,Accessories,King Street,Men,28,2995.3775,0.0,77152.7,23,4,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,80.0,77.0,66.66666666666667,65.16666666666667,77.0,3.0,1.5
2025-07,CP006,Accessories,King Street,Men,27,2502.2214285714285,0.0,68855.20999999999,22,5,0,0,0,8,1.0,10.0,10.0,2025-07-01,2025,7,3,28.0,54.0,60.666666666666664,64.83333333333333,47.0,-26.0,-4.166666666666664
2025-08,CP006,Accessories,King Street,Men,60,3478.2340000000004,0.0,201635.23,51,7,0,0,21,10,2.0,20.0,17.5,2025-08-01,2025,8,3,27.0,27.5,45.0,50.333333333333336,43.0,-0.5,-5.333333333333336
2025-09,CP006,Accessories,King Street,Men,97,3380.2335294117647,0.0,371387.16000000003,79,8,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,60.0,43.5,38.333333333333336,52.5,94.0,16.5,-14.166666666666664
2025-10,CP006,Accessories,King Street,Men,67,2375.0833333333335,0.0,172966.01,52,5,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,97.0,78.5,61.333333333333336,61.0,82.0,18.5,0.3333333333333357
2025-11,CP006,Accessories,King Street,Men,84,2715.559230769231,0.0,233598.73,65,8,0,0,0,10,4.0,30.0,23.75,2025-11-01,2025,11,4,67.0,82.0,74.66666666666667,59.833333333333336,93.0,-15.0,14.833333333333336
2025-12,CP006,Accessories,King Street,Men,53,2621.8233333333333,0.0,155792.61000000002,46,4,1,6,0,8,1.0,15.0,15.0,2025-12-01,2025,12,4,84.0,75.5,82.66666666666667,60.5,30.0,8.5,22.16666666666667
2021-01,CP006,Accessories,King Street,Unisex,18,2729.402,0.0,50612.380000000005,14,3,0,0,10,10,1.0,10.0,10.0,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP006,Accessories,King Street,Unisex,11,2956.35,0.0,33488.37,8,2,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,18.0,0.0,0.0,0.0,0.0,18.0,0.0
2021-03,CP006,Accessories,King Street,Unisex,8,2388.98,0.0,19111.84,6,2,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,11.0,14.5,0.0,0.0,0.0,-3.5,0.0
2021-04,CP006,Accessories,King Street,Unisex,3,2790.13,0.0,8370.39,2,1,2,9,0,8,1.0,15.0,15.0,2021-04-01,2021,4,2,8.0,9.5,12.333333333333334,0.0,0.0,-1.5,12.333333333333334
2021-05,CP006,Accessories,King Street,Unisex,7,2388.98,0.0,17124.010000000002,5,2,2,1,0,10,0.0,0.0,0.0,2021-05-01,2021,5,2,3.0,5.5,7.333333333333333,0.0,0.0,-2.5,7.333333333333333
2021-06,CP006,Accessories,King Street,Unisex,4,2790.13,0.0,11160.52,2,1,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,7.0,5.0,6.0,0.0,0.0,2.0,6.0
2021-07,CP006,Accessories,King Street,Unisex,18,2735.27,0.0,48686.26,14,2,0,0,0,9,0.0,0.0,0.0,2021-07-01,2021,7,3,4.0,5.5,4.666666666666667,8.5,0.0,-1.5,-3.833333333333333
2021-08,CP006,Accessories,King Street,Unisex,42,2767.3214285714284,0.0,116016.8,38,4,0,0,21,9,2.0,15.0,12.5,2021-08-01,2021,8,3,18.0,11.0,9.666666666666666,8.5,0.0,7.0,1.166666666666666
2021-09,CP006,Accessories,King Street,Unisex,19,2534.695,0.0,48850.05,16,3,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,42.0,30.0,21.333333333333332,13.666666666666666,0.0,12.0,7.666666666666666
2021-10,CP006,Accessories,King Street,Unisex,25,2605.806666666667,0.0,68885.53,20,3,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,19.0,30.5,26.333333333333332,15.5,0.0,-11.5,10.833333333333332
2021-11,CP006,Accessories,King Street,Unisex,10,2522.6966666666667,0.0,25494.4,8,2,0,0,0,8,0.0,0.0,0.0,2021-11-01,2021,11,4,25.0,22.0,28.666666666666668,19.166666666666668,0.0,3.0,9.5
2021-12,CP006,Accessories,King Street,Unisex,14,2680.41,0.0,36867.42,13,2,1,6,0,8,2.0,30.0,27.5,2021-12-01,2021,12,4,10.0,17.5,18.0,19.666666666666668,0.0,-7.5,-1.6666666666666679
2022-01,CP006,Accessories,King Street,Unisex,14,2449.5499999999997,0.0,35118.84,12,3,0,0,10,10,0.0,0.0,0.0,2022-01-01,2022,1,1,14.0,12.0,16.333333333333332,21.333333333333332,18.0,2.0,-5.0
2022-02,CP006,Accessories,King Street,Unisex,11,2522.6966666666667,0.0,28284.53,9,2,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,14.0,14.0,12.666666666666666,20.666666666666668,11.0,0.0,-8.000000000000002
2022-03,CP006,Accessories,King Street,Unisex,31,2962.546,0.0,91878.11,27,3,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,11.0,12.5,13.0,15.5,8.0,-1.5,-2.5
2022-04,CP006,Accessories,King Street,Unisex,37,2691.68,0.0,102732.31,27,4,2,9,0,9,2.0,15.0,12.5,2022-04-01,2022,4,2,31.0,21.0,18.666666666666668,17.5,3.0,10.0,1.1666666666666679
2022-05,CP006,Accessories,King Street,Unisex,12,2279.26,0.0,27933.980000000003,12,2,2,1,0,9,0.0,0.0,0.0,2022-05-01,2022,5,2,37.0,34.0,26.333333333333332,19.5,7.0,3.0,6.833333333333332
2022-06,CP006,Accessories,King Street,Unisex,49,2586.587777777778,0.0,127769.47,41,4,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,12.0,24.5,26.666666666666668,19.833333333333332,4.0,-12.5,6.833333333333336
2022-07,CP006,Accessories,King Street,Unisex,23,3019.958,0.0,72173.77,19,3,0,0,0,10,2.0,20.0,15.0,2022-07-01,2022,7,3,49.0,30.5,32.666666666666664,25.666666666666668,18.0,18.5,6.9999999999999964
2022-08,CP006,Accessories,King Street,Unisex,9,3006.956666666667,0.0,29014.05,9,2,0,0,21,8,0.0,0.0,0.0,2022-08-01,2022,8,3,23.0,36.0,28.0,27.166666666666668,42.0,-13.0,0.8333333333333321
2022-09,CP006,Accessories,King Street,Unisex,3,1987.83,0.0,5963.49,2,1,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,9.0,16.0,27.0,26.833333333333332,19.0,-7.0,0.16666666666666785
2022-10,CP006,Accessories,King Street,Unisex,27,2685.514,0.0,77507.48999999999,24,3,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,3.0,6.0,11.666666666666666,22.166666666666668,25.0,-3.0,-10.500000000000002
2022-11,CP006,Accessories,King Street,Unisex,8,2570.69,0.0,20565.52,7,1,0,0,0,8,0.0,0.0,0.0,2022-11-01,2022,11,4,27.0,15.0,13.0,20.5,10.0,12.0,-7.5
2022-12,CP006,Accessories,King Street,Unisex,13,2739.523333333333,0.0,38418.15,11,3,1,6,0,9,1.0,30.0,30.0,2022-12-01,2022,12,4,8.0,17.5,12.666666666666666,19.833333333333332,14.0,-9.5,-7.166666666666666
2023-01,CP006,Accessories,King Street,Unisex,18,2570.69,0.0,46272.42,14,1,0,0,10,9,1.0,10.0,10.0,2023-01-01,2023,1,1,13.0,10.5,16.0,13.833333333333334,14.0,2.5,2.166666666666666
2023-02,CP006,Accessories,King Street,Unisex,20,2585.782,0.0,51057.32,16,3,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,18.0,15.5,13.0,13.0,11.0,2.5,0.0
2023-03,CP006,Accessories,King Street,Unisex,18,2956.35,0.0,56119.86,13,2,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,20.0,19.0,17.0,14.833333333333334,31.0,1.0,2.166666666666666
2023-04,CP006,Accessories,King Street,Unisex,17,2449.5499999999997,0.0,41445.75,13,3,2,9,0,10,0.0,0.0,0.0,2023-04-01,2023,4,2,18.0,19.0,18.666666666666668,17.333333333333332,37.0,-1.0,1.3333333333333357
2023-05,CP006,Accessories,King Street,Unisex,19,2876.338,0.0,56688.07,15,3,2,1,0,8,1.0,10.0,10.0,2023-05-01,2023,5,2,17.0,17.5,18.333333333333332,15.666666666666666,12.0,-0.5,2.666666666666666
2023-06,CP006,Accessories,King Street,Unisex,17,2752.175,0.0,48776.369999999995,14,3,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,19.0,18.0,18.0,17.5,49.0,1.0,0.5
2023-07,CP006,Accessories,King Street,Unisex,6,2388.98,0.0,13531.58,4,2,0,0,0,10,0.0,0.0,0.0,2023-07-01,2023,7,3,17.0,18.0,17.666666666666668,18.166666666666668,23.0,-1.0,-0.5
2023-08,CP006,Accessories,King Street,Unisex,27,2843.03,0.0,77896.23000000001,27,3,0,0,21,8,0.0,0.0,0.0,2023-08-01,2023,8,3,6.0,11.5,14.0,16.166666666666668,9.0,-5.5,-2.166666666666668
2023-09,CP006,Accessories,King Street,Unisex,6,2790.13,0.0,16740.78,4,1,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,27.0,16.5,16.666666666666668,17.333333333333332,3.0,10.5,-0.6666666666666643
2023-10,CP006,Accessories,King Street,Unisex,25,2860.6633333333334,0.0,72096.53,19,2,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,6.0,16.5,13.0,15.333333333333334,27.0,-10.5,-2.333333333333334
2023-11,CP006,Accessories,King Street,Unisex,16,2449.5499999999997,0.0,39457.92,13,3,0,0,0,8,0.0,0.0,0.0,2023-11-01,2023,11,4,25.0,15.5,19.333333333333332,16.666666666666668,8.0,9.5,2.6666666666666643
2023-12,CP006,Accessories,King Street,Unisex,10,2680.41,0.0,26365.22,10,2,1,6,0,10,0.0,0.0,0.0,2023-12-01,2023,12,4,16.0,20.5,15.666666666666666,16.166666666666668,13.0,-4.5,-0.5000000000000018
2024-01,CP006,Accessories,King Street,Unisex,36,2655.1066666666666,0.0,97544.02,33,4,0,0,10,8,0.0,0.0,0.0,2024-01-01,2024,1,1,10.0,13.0,17.0,15.0,18.0,-3.0,2.0
2024-02,CP006,Accessories,King Street,Unisex,29,3006.434,0.0,88696.01000000001,25,3,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,36.0,23.0,20.666666666666668,20.0,20.0,13.0,0.6666666666666679
2024-03,CP006,Accessories,King Street,Unisex,39,2674.3957142857143,0.0,108085.29,31,4,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,29.0,32.5,25.0,20.333333333333332,18.0,-3.5,4.666666666666668
2024-04,CP006,Accessories,King Street,Unisex,42,2685.514,0.0,125054.1,36,3,2,9,0,8,0.0,0.0,0.0,2024-04-01,2024,4,2,39.0,34.0,34.666666666666664,25.833333333333332,17.0,5.0,8.833333333333332
2024-05,CP006,Accessories,King Street,Unisex,13,2388.98,0.0,30655.589999999997,11,2,2,1,0,8,1.0,10.0,10.0,2024-05-01,2024,5,2,42.0,40.5,36.666666666666664,28.666666666666668,19.0,1.5,7.9999999999999964
2024-06,CP006,Accessories,King Street,Unisex,47,2987.6525,0.0,146336.27000000002,40,4,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,13.0,27.5,31.333333333333332,28.166666666666668,17.0,-14.5,3.1666666666666643
2024-07,CP006,Accessories,King Street,Unisex,44,2772.3900000000003,0.0,125794.84,33,4,0,0,0,8,0.0,0.0,0.0,2024-07-01,2024,7,3,47.0,30.0,34.0,34.333333333333336,6.0,17.0,-0.3333333333333357
2024-08,CP006,Accessories,King Street,Unisex,6,2570.69,0.0,15424.14,6,1,0,0,21,9,2.0,10.0,10.0,2024-08-01,2024,8,3,44.0,45.5,34.666666666666664,35.666666666666664,27.0,-1.5,-1.0
2024-09,CP006,Accessories,King Street,Unisex,17,3005.65,0.0,50661.09,16,2,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,6.0,25.0,32.333333333333336,31.833333333333332,6.0,-19.0,0.5000000000000036
2024-10,CP006,Accessories,King Street,Unisex,16,3005.65,0.0,48090.4,12,2,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,17.0,11.5,22.333333333333332,28.166666666666668,25.0,5.5,-5.833333333333336
2024-11,CP006,Accessories,King Street,Unisex,20,2599.306,0.0,50229.7,16,3,0,0,0,9,1.0,20.0,20.0,2024-11-01,2024,11,4,16.0,16.5,13.0,23.833333333333332,16.0,-0.5,-10.833333333333332
